id,repo,state,tempo_analise_horas,descricao_len,num_comentarios,num_review_comments,autor,num_files,additions,deletions,num_participants
1094026133,donnemartin/system-design-primer,closed,18171.88,0,0,0,maheshkasabe,1,1,0,0
1071292788,donnemartin/system-design-primer,closed,15251.51,571,0,1,TrounceGames,1,2,0,1
2700777697,996icu/996.ICU,closed,592.53,27,4,0,James4Ever0,1,2,1,3
2600665346,996icu/996.ICU,closed,1559.32,0,2,0,Olexandr88,1,1,1,2
2555065477,996icu/996.ICU,closed,2006.37,58,3,0,vforfree,2,1,0,3
2337917631,996icu/996.ICU,closed,4496.92,120,0,0,MayureshMore,1,17,80,0
2318067177,996icu/996.ICU,closed,343.93,15,0,0,Cabinet716,1,370,0,0
2294151186,996icu/996.ICU,closed,5059.5,222,1,1,shaymolcho,1,1,1,2
2267852776,996icu/996.ICU,closed,5396.93,13,0,0,RunsCode,4,1,0,0
1967393523,996icu/996.ICU,closed,1982.29,67,2,0,camilosm,1,24,21,1
1865170524,996icu/996.ICU,closed,596.47,53,4,0,Fluffy728,1,1,1,4
1865127833,996icu/996.ICU,closed,3467.02,136,1,0,MingGH,2,3,0,1
1842477336,996icu/996.ICU,closed,2494.03,0,7,0,siujamo,6,1,0,4
1816302269,996icu/996.ICU,closed,4221.19,0,1,0,277473242,1,113,0,1
1751154812,996icu/996.ICU,closed,5188.87,48,0,0,busgo,1,1,0,0
1738961778,996icu/996.ICU,closed,5374.57,0,0,0,StoneYao,3,5,5,0
1736366815,996icu/996.ICU,closed,5402.9,0,1,0,zouwei,1,4,1,1
1694025511,996icu/996.ICU,closed,645.28,567,11,0,alexgit886,0,0,0,7
1642667296,996icu/996.ICU,closed,1654.09,47,4,0,skstanwar,1,1,1,4
1557313522,996icu/996.ICU,closed,48.51,0,6,0,SlightDust,1,2,1,6
1537274284,996icu/996.ICU,closed,366.14,141,3,0,LiamSwayne,1,1,1,3
1395344530,996icu/996.ICU,closed,10.21,1040,10,0,SunsetMkt,1,32,0,8
1395095998,996icu/996.ICU,closed,13.88,266,12,0,hello-world-1989,1,14,0,12
1395077791,996icu/996.ICU,closed,14.31,28,37,0,ChangSha3-722,1,1,1,28
1395070176,996icu/996.ICU,closed,14.53,0,35,0,lincoln996,1,0,1,8
1395038398,996icu/996.ICU,closed,15.37,1360,38,1,loading32w,1,1,1,20
1394974269,996icu/996.ICU,closed,17.32,255,8,0,hello-world-1989,1,8,0,7
1394917222,996icu/996.ICU,closed,18.37,0,4,0,warmthsea,1,1,1,4
1394910354,996icu/996.ICU,closed,18.56,699,4,0,fakrjfraewi,1,1,1,4
1392571458,996icu/996.ICU,closed,52.45,1445,369,0,alexgit886,1,1,1,26
1377581722,996icu/996.ICU,closed,300.58,40,0,0,Aranya740,1,1,0,0
1326395552,996icu/996.ICU,closed,1264.77,5,4,0,lw664256297,1,2,0,4
1177452702,996icu/996.ICU,closed,4143.2,0,0,0,git-hiroki,1,2,0,0
1142128598,996icu/996.ICU,closed,4730.48,9,3,0,circletop,1,4,0,3
1140303347,996icu/996.ICU,closed,4746.29,0,3,0,ghost,1,1,0,3
1135878766,996icu/996.ICU,closed,4879.21,224,0,1,996fighter,1,10,0,1
1112495963,996icu/996.ICU,closed,5313.56,25,1,0,Tachibana-Marika,1,1,0,1
1078601018,996icu/996.ICU,closed,6081.68,12,5,0,NGamovJ,2,1,0,5
1048262417,996icu/996.ICU,closed,6782.09,0,1,0,lightjiao,5,1,0,1
2833852530,vinta/awesome-python,closed,11.95,208,0,0,cgoldberg,1,1,1,0
2794919411,vinta/awesome-python,closed,334.94,2155,1,1,AnkushRathour,1,1,0,2
2788647960,vinta/awesome-python,closed,4.52,2441,0,0,CyberNaught-XyZ,1,2,0,0
2780451366,vinta/awesome-python,closed,200.78,565,0,0,obitouka,1,2,0,0
2770071251,vinta/awesome-python,closed,562.43,1059,4,1,FeodorFitsner,1,1,0,4
2715027573,vinta/awesome-python,closed,310.76,1327,0,1,chaanakyaaM,1,1,0,1
2697478847,vinta/awesome-python,closed,356.8,384,1,0,vldmrdev,1,8,0,1
2642084477,vinta/awesome-python,closed,1055.78,1561,3,2,sahillihas,1,101,89,4
2634607612,vinta/awesome-python,closed,82.6,245,2,1,poteakshay241,1,21,0,2
2620681120,vinta/awesome-python,closed,632.19,430,0,0,AntGalanin06,1,1,0,0
2619693400,vinta/awesome-python,closed,233.41,245,3,3,vivekSingh895,1,1,0,4
2611887136,vinta/awesome-python,closed,291.85,245,2,0,Neha-18-01,1,1,0,1
2603523568,vinta/awesome-python,closed,12.39,234,0,2,landshipit,2,17,2,1
2533443740,vinta/awesome-python,closed,852.38,1781,0,2,irisonia,1,2,0,2
2496757627,vinta/awesome-python,closed,959.02,510,1,0,MuhammadUsmanGM,1,4,0,1
2484861206,vinta/awesome-python,closed,452.35,620,0,0,nazdridoy,1,3,1,0
2483912158,vinta/awesome-python,closed,403.86,2433,2,0,RaghavaCh440,1,4,0,1
2446282518,vinta/awesome-python,closed,920.02,245,0,0,ghost,1,1,3,0
2446169909,vinta/awesome-python,closed,920.71,245,0,0,ghost,1,34,0,0
2446026881,vinta/awesome-python,closed,921.62,245,0,0,ghost,2,423,2,0
2436454478,vinta/awesome-python,closed,2627.95,246,0,0,tpsaint,2,42,0,0
2419585035,vinta/awesome-python,closed,2428.16,245,3,1,its-vaibhav34,3,10,0,3
2418264710,vinta/awesome-python,closed,2438.61,75,2,0,Monanoso,1,4,0,1
2415897593,vinta/awesome-python,closed,2458.19,269,2,0,Lidia-Sosa,1,4,0,1
2353312804,vinta/awesome-python,closed,3151.46,1224,3,6,ManohisoaS,1,1,0,5
2338184809,vinta/awesome-python,closed,3342.65,698,2,1,yjloong,1,1,0,2
2338059620,vinta/awesome-python,closed,3348.75,2167,4,0,audhee,1,52,30,3
2251820636,vinta/awesome-python,closed,4606.66,773,2,1,dadoming,1,1,1,2
2248144310,vinta/awesome-python,closed,4701.47,1470,2,4,mostafakavand,1,1,0,5
2221605684,vinta/awesome-python,closed,5038.54,753,3,4,firsatuno,1,1,0,5
2219943601,vinta/awesome-python,closed,5070.33,380,2,3,jozo,1,1,0,4
2194332697,vinta/awesome-python,closed,554.38,1888,1,3,Veinar,1,2,0,4
2101436443,vinta/awesome-python,closed,506.35,1012,0,2,sudipX0,1,1,0,2
2099766663,vinta/awesome-python,closed,6672.13,2685,9,6,itsmeadarsh2008,1,2,0,11
2075959738,vinta/awesome-python,closed,6992.85,1278,2,14,MatteoGuadrini,1,1,0,13
2046917863,vinta/awesome-python,closed,187.16,0,1,1,ghost,1,1,0,2
1908056928,vinta/awesome-python,closed,11028.17,501,2,2,lawrencegripper,1,1,0,4
1897466391,vinta/awesome-python,closed,491.29,289,3,3,virsalico,1,1,0,4
1821396588,vinta/awesome-python,closed,49.04,1580,1,0,rajan-poudel,1,1,0,1
1811336321,vinta/awesome-python,closed,2415.12,773,4,5,R055A,1,1,0,9
2428869791,awesome-selfhosted/awesome-selfhosted,closed,411.44,385,2,6,Rabenherz112,2,5,1,4
1587833739,awesome-selfhosted/awesome-selfhosted,closed,7.05,131,0,0,ghost,1,21,0,0
1483345367,awesome-selfhosted/awesome-selfhosted,closed,19.91,3213,1,1,TonyRL,1,1,0,2
1482701343,awesome-selfhosted/awesome-selfhosted,closed,3.03,151,0,5,nodiscc,1,49,49,3
1481726213,awesome-selfhosted/awesome-selfhosted,closed,52.32,576,0,2,Rabenherz112,1,0,1,2
1481722755,awesome-selfhosted/awesome-selfhosted,closed,53.46,896,2,0,Rabenherz112,1,0,1,1
1481722282,awesome-selfhosted/awesome-selfhosted,closed,52.52,654,0,1,Rabenherz112,1,0,1,1
1481721963,awesome-selfhosted/awesome-selfhosted,closed,52.54,605,0,1,Rabenherz112,1,0,1,1
1481650208,awesome-selfhosted/awesome-selfhosted,closed,4.58,0,1,1,Seeroy,1,1,1,1
1480901324,awesome-selfhosted/awesome-selfhosted,closed,91.15,3213,3,3,cfu288,1,1,0,3
1480785543,awesome-selfhosted/awesome-selfhosted,closed,94.01,3213,3,2,arbdevml,1,1,0,3
1480764035,awesome-selfhosted/awesome-selfhosted,closed,4.29,3213,1,0,arbdevml,1,1,0,1
1480752256,awesome-selfhosted/awesome-selfhosted,closed,93.54,3213,8,5,arbdevml,1,1,0,3
1480208359,awesome-selfhosted/awesome-selfhosted,closed,11.19,166,0,1,Rabenherz112,1,1,1,1
1480206880,awesome-selfhosted/awesome-selfhosted,closed,100.39,165,0,1,Rabenherz112,1,0,1,1
1477750851,awesome-selfhosted/awesome-selfhosted,closed,36.19,3213,1,1,balzack,1,1,1,2
1476915829,awesome-selfhosted/awesome-selfhosted,closed,5.83,3481,2,0,sethsandaru,1,1,0,2
1476910424,awesome-selfhosted/awesome-selfhosted,closed,5.89,3347,1,0,sethsandaru,1,1,0,1
1474711010,awesome-selfhosted/awesome-selfhosted,closed,189.8,3212,1,1,jarulraj,1,1,0,2
1474326462,awesome-selfhosted/awesome-selfhosted,closed,5.64,3080,0,2,mkitzmann,1,1,1,2
1473552583,awesome-selfhosted/awesome-selfhosted,closed,204.5,3213,1,3,tnodell,1,1,0,3
1472420825,awesome-selfhosted/awesome-selfhosted,closed,254.34,3213,5,5,w4,1,1,0,3
1472118565,awesome-selfhosted/awesome-selfhosted,closed,260.75,2909,3,4,Nezteb,1,1,0,3
1472066054,awesome-selfhosted/awesome-selfhosted,closed,260.56,3213,0,6,ieaves,1,1,0,3
1472043802,awesome-selfhosted/awesome-selfhosted,closed,209.9,3283,0,3,jenishngl,1,0,1,3
1471851543,awesome-selfhosted/awesome-selfhosted,closed,43.4,3213,0,0,sreekar424,1,1,1,0
1471812019,awesome-selfhosted/awesome-selfhosted,closed,263.54,3231,0,2,theknigge,1,1,0,2
1466042789,awesome-selfhosted/awesome-selfhosted,closed,349.16,239,0,1,nodiscc,6,8,70,1
1465301242,awesome-selfhosted/awesome-selfhosted,closed,360.0,3213,8,2,kiselitza,1,1,0,3
1464018896,awesome-selfhosted/awesome-selfhosted,closed,393.55,3213,3,5,kzshantonu,1,1,0,4
1458838686,awesome-selfhosted/awesome-selfhosted,closed,27.56,181,0,2,nodiscc,1,3,3,2
1456164300,awesome-selfhosted/awesome-selfhosted,closed,529.43,3213,4,1,arbdevml,1,1,0,3
1455427551,awesome-selfhosted/awesome-selfhosted,closed,187.62,3213,0,6,williamk19,1,1,0,5
1455113971,awesome-selfhosted/awesome-selfhosted,closed,2.36,86,0,1,Ki-er,1,8,8,1
1454529468,awesome-selfhosted/awesome-selfhosted,closed,122.42,17080,0,1,nodiscc,1,0,1,1
1454528026,awesome-selfhosted/awesome-selfhosted,closed,122.46,29170,0,1,nodiscc,1,0,1,1
2754037522,practical-tutorials/project-based-learning,closed,91.83,652,0,0,manishp608,1,1,0,0
2431613061,practical-tutorials/project-based-learning,closed,978.92,1270,0,0,Shashank-Mengani,1,1,1,0
2253735011,practical-tutorials/project-based-learning,closed,1110.52,1848,0,0,islml,1,1,1,0
2120096524,practical-tutorials/project-based-learning,closed,479.28,1533,0,0,27ahmad,1,1,0,0
2062344881,practical-tutorials/project-based-learning,closed,1849.91,1683,0,0,robert-viquez,1,25,1,0
2039961326,practical-tutorials/project-based-learning,closed,191.7,1076,0,0,rklie,1,0,1,0
1866308549,practical-tutorials/project-based-learning,closed,5690.79,1781,2,1,awalrujaa,1,1,0,2
1701591974,practical-tutorials/project-based-learning,closed,4651.38,1353,0,0,Dinesh201003,1,6,0,0
1668163109,practical-tutorials/project-based-learning,closed,231.68,1311,0,0,TKanX,1,1,0,0
1668157982,practical-tutorials/project-based-learning,closed,231.76,1321,0,0,TKanX,1,1,0,0
1658462826,practical-tutorials/project-based-learning,closed,20.6,1712,0,0,vijaysingh2219,1,4,0,0
1642982134,practical-tutorials/project-based-learning,closed,4773.69,1368,1,0,Shreyashiitg,1,1,1,1
1639978800,practical-tutorials/project-based-learning,closed,2338.0,1073,2,0,itsvinayak,1,0,1,2
1638795109,practical-tutorials/project-based-learning,closed,1362.74,669,0,0,nepalivai,1,11,11,0
1623852999,practical-tutorials/project-based-learning,closed,65.76,1270,0,0,kashan16,1,1,0,0
1616782833,practical-tutorials/project-based-learning,closed,2533.71,1270,0,0,shahiakhilesh1304,1,3,0,0
1581986765,practical-tutorials/project-based-learning,closed,2001.94,1223,0,0,kanugurajesh,1,1,1,0
1577701127,practical-tutorials/project-based-learning,closed,11488.63,498,0,0,miljkovicjovan,1,0,1,0
1472633252,practical-tutorials/project-based-learning,closed,840.58,1681,0,0,navanitnandakumar,1,1,1,0
1454555840,practical-tutorials/project-based-learning,closed,7887.85,482,2,0,RyanPrax,1,1,0,2
1437128525,practical-tutorials/project-based-learning,closed,311.32,351,0,0,ghost,1,1,1,0
2857689436,facebook/react,closed,3.47,2098,1,0,EugeneChoi4,8,249,107,1
2857669211,facebook/react,closed,1.22,974,1,2,josephsavona,5,104,8,3
2857609357,facebook/react,closed,4.18,410,0,1,eps1lon,2,55,7,1
2857122051,facebook/react,closed,2.99,189,0,1,eps1lon,2,126,92,1
2856648579,facebook/react,closed,3.9,762,2,0,yashhhYB,1,51,50,2
2854562212,facebook/react,closed,3.54,596,0,0,jorge-cab,30,1163,150,0
2854454459,facebook/react,closed,16.84,214,1,1,hoxyq,6,93,12,2
2854100032,facebook/react,closed,7.02,289,0,0,jorge-cab,30,1488,155,0
2854082529,facebook/react,closed,25.81,2220,2,1,EugeneChoi4,7,184,97,3
2853865833,facebook/react,closed,2.52,267,1,1,hoxyq,2,17,1,2
2852865048,facebook/react,closed,7.46,420,0,3,eps1lon,4,45,74,2
2851469568,facebook/react,closed,25.13,244,0,0,jorge-cab,30,1444,153,0
2851469541,facebook/react,closed,25.13,244,0,0,jorge-cab,30,1300,147,0
2851469515,facebook/react,closed,25.15,244,0,0,jorge-cab,30,1262,148,0
2851469487,facebook/react,closed,25.13,244,0,0,jorge-cab,30,1206,148,0
2851469454,facebook/react,closed,25.13,244,1,0,jorge-cab,29,1261,147,1
2851469421,facebook/react,closed,25.15,369,0,5,jorge-cab,24,1002,9,2
2850384543,facebook/react,closed,13.53,125,0,2,eps1lon,2,3,3,2
2847090028,facebook/react,closed,27.32,723,0,1,eps1lon,2,2,0,1
2847085642,facebook/react,closed,29.07,624,1,1,eps1lon,12,37,27,2
2846822488,facebook/react,closed,10.85,1748,2,0,Tanvichovatiya,1,1,1,2
2846657436,facebook/react,closed,87.77,442,1,1,sebmarkbage,7,110,91,2
2846426861,facebook/react,closed,93.78,970,2,1,sebmarkbage,4,328,13,3
2846362617,facebook/react,closed,93.53,432,1,1,sebmarkbage,3,13,19,2
2845677398,facebook/react,closed,12.85,427,1,1,sebmarkbage,3,41,31,2
2845433457,facebook/react,closed,16.01,665,1,1,sebmarkbage,8,193,19,2
2845293761,facebook/react,closed,8.18,235,1,1,unstubbable,1,1,1,2
2844981115,facebook/react,closed,2.81,474,1,1,sebmarkbage,1,69,2,2
2844958077,facebook/react,closed,91.5,465,1,2,jackpope,2,121,6,3
2844259959,facebook/react,closed,3.73,74,1,1,lubieowoce,1,13,1,2
2841968389,facebook/react,closed,87.75,1682,0,1,EugeneChoi4,7,184,15,1
2840458080,facebook/react,closed,96.9,2442,1,1,eps1lon,1,2,2,2
2839280316,facebook/react,closed,11.08,124,5,2,unstubbable,5,426,455,3
2838640179,facebook/react,closed,59.04,513,1,3,sebmarkbage,10,80,61,3
2838196499,facebook/react,closed,16.98,464,0,1,josephsavona,3,77,1,1
2837690617,facebook/react,closed,1.01,2322,1,0,lluisemper,9,184,84,1
2836738960,facebook/react,closed,26.91,268,0,2,eps1lon,2,23,3,2
2835642080,facebook/react,closed,4.79,963,1,1,eps1lon,7,71,11,2
2835553914,facebook/react,closed,5.97,349,0,1,eps1lon,3,11,145,1
2835449839,facebook/react,closed,6.45,614,1,2,eps1lon,7,90,204,3
2835051241,facebook/react,closed,39.74,750,1,1,sebmarkbage,5,90,1,2
2834886733,facebook/react,closed,14.71,1205,1,2,sebmarkbage,5,219,52,2
2834786296,facebook/react,closed,13.39,601,1,1,sebmarkbage,3,58,21,2
2834279395,facebook/react,closed,19.61,791,1,3,eps1lon,9,35,16,3
2834277185,facebook/react,closed,16.5,409,0,3,eps1lon,1,20,3,2
2697672587,vuejs/vue,closed,13.19,1275,0,0,Techchi31,30,1884,36498,0
2691198110,vuejs/vue,closed,77.65,1275,0,0,Doraemon54321,1,2,0,0
2609099477,vuejs/vue,closed,9.71,1275,1,0,bablu42089,1,1,1,1
2605614037,vuejs/vue,closed,10.75,1275,0,0,HamdanAshimi,30,1886,36498,0
2511704302,vuejs/vue,closed,3.96,1275,0,0,Salai-David-Poi-Hlan,1,2,0,0
2412864284,vuejs/vue,closed,1.18,1354,1,0,Komal231111,1,1,1,1
2354251935,vuejs/vue,closed,7.69,1275,0,0,Raresh11,1,2,0,0
2297346535,vuejs/vue,closed,1.73,1275,0,0,kwy404,1,40,61,0
2284169779,vuejs/vue,closed,1.73,1275,0,0,shriya0468,1,1,0,0
2272607275,vuejs/vue,closed,3.95,1275,0,0,NicolasCardinal,1,2,0,0
2178808883,vuejs/vue,closed,3.23,1275,0,0,Priyanka1830,1,1,0,0
2133727506,vuejs/vue,closed,9.01,1294,1,0,yrjjry,1,2,1,1
2120498192,vuejs/vue,closed,3.64,1275,0,0,KongKeaSomOl,1,1,0,0
2116676159,vuejs/vue,closed,1.99,1275,0,1,Moriango,1,7,7,1
2096674991,vuejs/vue,closed,7.93,1275,0,0,medohasan124,1,1,0,0
2042538445,vuejs/vue,closed,1.76,1275,0,0,addibear01,1,1,0,0
1940666971,vuejs/vue,closed,1.69,1316,0,0,DJ-LIFE,1,4,4,0
1928805080,vuejs/vue,closed,1.2,1275,0,0,GeorgesChaibane,1,2,0,0
2857631302,TheAlgorithms/Python,closed,2.49,1747,0,1,Dylanskyep,1,13,0,1
2850573978,TheAlgorithms/Python,closed,5.99,320,0,1,pre-commit-ci[bot],1,2,2,1
2849694433,TheAlgorithms/Python,closed,16.82,716,1,0,noorinrahila,1,0,42,1
2846554765,TheAlgorithms/Python,closed,58.37,1575,0,2,kathrynpete,1,14,0,2
2841156641,TheAlgorithms/Python,closed,3.07,1494,0,0,beauagainagainagainagainagain,6,464,0,0
2836738176,TheAlgorithms/Python,closed,24.0,1521,0,5,lighting9999,1,32,12,3
2834605224,TheAlgorithms/Python,closed,5.43,287,1,0,ayyalifians,6,176,1,1
2817837194,TheAlgorithms/Python,closed,40.18,1524,0,2,cclauss,16,33,32,2
2800849608,TheAlgorithms/Python,closed,9.26,12354,0,1,dependabot[bot],4,5,5,1
2793942442,TheAlgorithms/Python,closed,27.83,1494,0,0,Khaeyah,1,1,0,0
2793306035,TheAlgorithms/Python,closed,32.36,422,0,2,PYDIMARRI-HEMA-HARSHINI-23-586,1,3,1,2
2786533632,TheAlgorithms/Python,closed,4.04,1940,1,0,djonikage,7,369,38,1
2785468995,TheAlgorithms/Python,closed,4.62,1494,1,1,30678678,1,1,0,2
2780238919,TheAlgorithms/Python,closed,7.49,1494,2,0,isuruperera,1,1,1,1
2772612057,TheAlgorithms/Python,closed,18.47,322,1,2,pre-commit-ci[bot],3,10,8,2
2769564233,TheAlgorithms/Python,closed,7.68,1839,4,2,sowndappan5,1,14,7,2
2769173418,TheAlgorithms/Python,closed,16.33,1481,0,1,mr-conti,1,31,31,1
2767496761,TheAlgorithms/Python,closed,6.53,7139,0,1,dependabot[bot],1,1,1,1
2766604887,TheAlgorithms/Python,closed,145.23,1637,1,0,Karthikn-VR,1,47,0,1
2766565235,TheAlgorithms/Python,closed,145.48,1637,1,2,Karthikn-VR,1,31,0,2
2765787114,TheAlgorithms/Python,closed,20.82,2230,3,8,tanmaykumarchaki,1,58,25,2
2762242052,TheAlgorithms/Python,closed,63.13,1494,0,0,ramdcoder,1,1,1,0
2849346404,torvalds/linux,closed,3.65,102,2,0,RewardedIvan,1,2,0,2
2848991307,torvalds/linux,closed,5.19,131,1,0,MrRawes,30,0,6048,1
2848405256,torvalds/linux,closed,7.88,28,2,1,Kris123454,1,2,981,3
2847474142,torvalds/linux,closed,18.04,820,4,5,stella23456789,1,1,18,7
2847098309,torvalds/linux,closed,28.55,102,1,4,i-am-called-glitchy,1,2,2,5
2847091533,torvalds/linux,closed,28.77,0,9,4,b-nn,1,45,2,11
2846776301,torvalds/linux,closed,36.51,1309,4,1,Soccera1,30,216,216,5
2846697799,torvalds/linux,closed,39.1,125,4,5,josiauh,1,3,0,8
2846653618,torvalds/linux,closed,40.88,118,2,6,Imold,2,6,0,8
2846598368,torvalds/linux,closed,42.93,641,7,11,dopreo,3,8,1,16
2846570840,torvalds/linux,closed,43.31,93,3,0,LeaoMartelo2,30,11,7804,3
2846560272,torvalds/linux,closed,43.68,2168,3,6,ZhymabekRoman,5,64,4,9
2846559544,torvalds/linux,closed,43.71,250,2,1,RickAstly,24,674,4533,3
2846508000,torvalds/linux,closed,44.74,65,11,11,stella23456789,1,1,18,16
2846505146,torvalds/linux,closed,44.83,1465,5,7,Belu-cat,2,27,0,9
2846472880,torvalds/linux,closed,45.66,0,3,4,M-UnityDev,30,0,0,6
2846301399,torvalds/linux,closed,49.92,125,4,5,nin0-dev,1,25,0,8
2846290028,torvalds/linux,closed,19.42,339,5,3,kyoure,1,16,0,6
2846287746,torvalds/linux,closed,50.33,289,3,1,Melishy,1,102,0,4
2845981059,torvalds/linux,closed,57.64,390,27,1,ayla6,1,1,0,17
2844714915,torvalds/linux,closed,70.28,1221,34,23,vmfunc,1,1,1,38
2828094219,torvalds/linux,closed,177.08,0,1,0,Prime-Lasking,1,372,661,1
2826188116,torvalds/linux,closed,108.69,1793,3,1,WHO-AM-I-404,1,321,306,3
2822582738,torvalds/linux,closed,243.6,0,3,1,zaphida,1,1,1,4
2822499420,torvalds/linux,closed,244.11,19,15,9,Gizmotronn,1,25,1690,20
2821381986,torvalds/linux,closed,250.34,472,23,11,danemadsen,1,0,0,25
2811145474,torvalds/linux,closed,319.1,0,1,2,HongyiHao-SXIT,12,499,332,3
2806567525,torvalds/linux,closed,350.59,154,4,4,sa21x-ops,1,1,1,6
2803790704,torvalds/linux,closed,402.02,64,7,3,tokyocplusplus,1,1,0,10
2803767253,torvalds/linux,closed,402.2,28,2,0,tokyocplusplus,1,14,1,2
2802925528,torvalds/linux,closed,1.06,15,2,0,paul-walmsley-sifive,30,2295,0,2
2801924498,torvalds/linux,closed,415.54,73,1,0,admbbs,1,1,1,1
2800683066,torvalds/linux,closed,428.35,20,3,2,hiyaaawd,1,1,42,4
2798783994,torvalds/linux,closed,438.2,210,171,30,hinakumo,1,37,0,50
2796765537,torvalds/linux,closed,210.66,0,2,0,rootuserhere,1,83,80,2
2796147023,torvalds/linux,closed,15.3,0,1,0,veo3-0,1,262,217,1
2791843710,torvalds/linux,closed,44.65,380,1,0,veo3-0,1,34,13,1
2791790435,torvalds/linux,closed,487.68,0,3,0,aajaykumarkuruva-netizen,6,52,0,3
2781367648,torvalds/linux,closed,605.38,1000,2,1,Nonanti,1,4,2,3
2780595364,torvalds/linux,closed,609.92,0,3,0,Karthiksherigar-17,1,0,0,3
2790767661,ossu/computer-science,closed,1.85,379,1,0,AgustinWojtyszyn,1,26,16,1
2731545693,ossu/computer-science,closed,84.81,45,0,0,osalbahr,1,12,12,0
2675127005,ossu/computer-science,closed,129.66,1466,11,0,HardenedSteel,1,1,1,3
2665801465,ossu/computer-science,closed,48.91,134,0,0,Dan-Kot,1,1,0,0
2638302929,ossu/computer-science,closed,38.9,207,0,0,luccaflower,1,1,0,0
2626217499,ossu/computer-science,closed,18.43,108,2,0,pulkitkrishna00,1,1,0,2
2611551808,ossu/computer-science,closed,4.67,382,0,0,luccaflower,1,11,12,0
2603859190,ossu/computer-science,closed,10.5,107,0,0,luccaflower,2,13,13,0
2601636847,ossu/computer-science,closed,3.98,349,0,0,luccaflower,1,1,0,0
2554560049,ossu/computer-science,closed,18.35,521,1,0,luccaflower,1,6,6,1
2526428752,ossu/computer-science,closed,3.23,445,0,0,viniciusjavs,1,0,1,0
2510899602,ossu/computer-science,closed,12.54,97,0,1,saeedhosam,1,1,2,1
2475245632,ossu/computer-science,closed,34.79,0,0,0,git-account12345,8,34,1,0
2456483641,ossu/computer-science,closed,695.29,80,3,0,Flomza,2,7,25,3
2411697991,ossu/computer-science,closed,391.06,128,0,0,pulkitkrishna00,4,10,9,0
2381470624,ossu/computer-science,closed,286.49,837,0,0,pulkitkrishna00,11,62,4,0
2363662480,ossu/computer-science,closed,1.6,201,1,0,pulkitkrishna00,1,14,5,1
2312094219,ossu/computer-science,closed,477.24,85,0,0,pulkitkrishna00,1,2,2,0
2311324492,ossu/computer-science,closed,493.03,305,0,1,zachmmeyer,1,16,11,1
2306308517,ossu/computer-science,closed,37.2,0,0,0,kevinmutwiri,1,1,1,0
2294368995,ossu/computer-science,closed,19.95,80,0,0,shaymolcho,1,2,2,0
2285888590,ossu/computer-science,closed,319.72,0,3,0,Dan-Kot,1,2,1,2
2272356794,ossu/computer-science,closed,4.64,173,0,2,Flomza,1,19,12,1
2256696221,ossu/computer-science,closed,125.93,10,2,1,hiepnguyenduc2005,1,1,1,3
2254892616,ossu/computer-science,closed,98.18,276,0,0,pulkitkrishna00,2,4,4,0
2254795058,ossu/computer-science,closed,2.01,54,1,0,sugaulee,1,1,1,1
2253325713,ossu/computer-science,closed,109.84,0,8,0,Dan-Kot,0,0,0,3
2252603185,ossu/computer-science,closed,172.29,16,3,0,bshongwe,2,37,0,2
2252023372,ossu/computer-science,closed,23.54,276,0,1,pulkitkrishna00,3,18,39,1
2250090611,ossu/computer-science,closed,8.38,453,1,0,minnysoop,1,1,1,1
2246568229,ossu/computer-science,closed,13.29,0,1,0,Dan-Kot,1,1,1,1
2234793189,ossu/computer-science,closed,147.69,65,1,0,Dan-Kot,1,1,1,1
2147359281,ossu/computer-science,closed,5.12,123,1,0,pulkitkrishna00,1,2,2,1
2129512900,ossu/computer-science,closed,94.74,264,0,0,luccaflower,1,6,0,0
2082851265,ossu/computer-science,closed,6.66,301,1,0,AryanP45,1,2,0,1
2535838534,trekhleb/javascript-algorithms,closed,223.96,61,0,0,walid227,1,0,1,0
2324613541,trekhleb/javascript-algorithms,closed,71.62,0,0,1,MrCoolGh,0,0,0,1
2324610907,trekhleb/javascript-algorithms,closed,71.69,0,2,1,MrCoolGh,0,0,0,3
2282291166,trekhleb/javascript-algorithms,closed,11.05,148,0,0,muskan184,1,17,0,0
2247284332,trekhleb/javascript-algorithms,closed,1292.48,0,4,1,gianpaj,1,11,11,5
